Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_g56935	13.6	13.3	18.7	16.8	11.4	12.4	17.4	15.1	11.7	17.1	24.6	10	23.4	11.5
Montipora_capitata_PredGene_g32325	23.6	28.1	33.9	34	38	39.3	24.1	29	19.7	20.6	18.2	16.3	26.4	33
Montipora_capitata_PredGene_g56506	231.8	214.3	265.6	325	239.3	260.3	302.2	354.3	255.3	246	284.3	307.3	254.3	210.6
Montipora_capitata_PredGene_g36364	143.9	132.7	189.2	175.2	159.1	160.7	188.4	216	133.1	150.5	185.5	183.4	136.2	162.1
Montipora_capitata_PredGene_g49139	89.1	86.4	135.7	98.5	119.2	96.5	84.2	117.1	114.3	103.6	95.3	118.5	87.4	84.2
Montipora_capitata_PredGene_g39413	67.2	47.1	67.9	81.1	104.8	87.8	56.1	69	70.6	71.6	102.9	95	64.1	62.9
Montipora_capitata_PredGene_g11526	102	77.9	120	115.1	129	119.1	101.6	130.7	96.8	103.3	168.1	109.7	81.3	86.2
Montipora_capitata_PredGene_g35512	434.1	352.3	514.9	517.5	476.8	490.4	593.6	564.8	445	365.5	453.3	468	472.2	365.2
Montipora_capitata_PredGene_g3083	585.1	710.8	911.6	794.5	595.3	601.7	908.4	862	700.4	565.1	1054	539.4	808	653.6
Montipora_capitata_PredGene_adi2mcaRNA32887_R1	382.4	452.8	604.6	498.8	511.4	485.7	479.1	473.1	371.6	424.8	443.7	470.8	459.1	429.8
Montipora_capitata_PredGene_g3543	121	128	185.9	145.4	146.4	155.2	155.1	139.9	128.6	125.3	112.6	76	138.9	128.5
Montipora_capitata_PredGene_g46969	108.4	124.5	164.6	143.2	135.8	147.9	143.8	165.5	104.9	95.4	132.6	121	135.4	105.3
Montipora_capitata_PredGene_g21663	21.7	20	26.5	28.6	22.6	28	23.1	21.3	32	21	23.8	17.8	22.9	22.6
Montipora_capitata_PredGene_g13415	92.5	129.7	148.9	140.9	120.5	108	147.9	165.4	63.8	100.8	148.3	52.5	124.7	121.8
Montipora_capitata_PredGene_adi2mcaRNA23608_R0	244	238.3	329.9	308.1	267.8	302.5	309.5	328	410.1	218.5	295.8	254.5	229	231.3
Montipora_capitata_PredGene_g29776	7.9	8.2	11.5	9.9	13.1	11.2	9.7	14.9	10.7	10.7	13.7	9.5	8.7	7.6
Montipora_capitata_PredGene_g31423	49	50.4	65.5	65.9	81.2	60.7	65.1	71.6	45.9	50.1	44.8	55.5	56.4	40.3
Montipora_capitata_PredGene_adi2mcaRNA19992_R1	4.8	8.7	9.5	7.7	9.7	9.8	10.5	7	3.1	7.8	6	7.2	10.9	7
Montipora_capitata_PredGene_g57524	84.6	75.2	110.6	100.7	81.8	138	152.2	180.5	128.3	70.8	131.1	71.8	81.1	45.2
Montipora_capitata_PredGene_g19733	2297.2	2185.3	2815.5	3123.8	2297.2	2149.7	2577.1	2737	2987.3	2065	2475	2451.3	2497.6	2145.5
Montipora_capitata_PredGene_adi2mcaRNA25445_R0	93.4	97.9	145.3	110.3	136	140.4	129.1	113.7	87.4	81	91.4	99.2	104.4	100.2
Montipora_capitata_PredGene_g41080	813.1	758.8	1070.2	1011.7	676.9	857.9	851.1	949.5	436.8	730.8	848.1	664.7	693.7	697.8
Montipora_capitata_PredGene_g58261	202.8	227.6	269.7	300.3	321.5	291.6	329.1	327.6	271.8	278.8	253.2	387.6	218.9	224
Montipora_capitata_PredGene_g34515	40.2	40.4	52.9	54	48.1	44.5	45.6	47	34.3	37.2	44.7	51.7	50.2	55.2
Montipora_capitata_PredGene_g62779	375.1	414.2	508.4	538.1	533.3	478.1	399.3	419.5	383.4	345	377.5	362.4	373.7	366
Montipora_capitata_PredGene_g41503	147.9	125.8	161.3	203.5	170.1	197.3	157.5	148.5	147.5	127.3	166.1	184.3	94.7	128.9
Montipora_capitata_PredGene_g29278	873.4	875.7	1249.4	1081.4	890.5	964.9	1233.9	1194	797.9	887.5	1109.2	931.2	877.4	839.1
Montipora_capitata_PredGene_g33736	52.7	56.1	62.6	83.5	68.9	59.5	80.1	87.4	64.4	68.3	76.2	70.2	66.1	54.2
Montipora_capitata_PredGene_g69136	26.9	24.8	33.2	35.4	27.5	24.7	33.8	34.4	32.8	29.1	46	23.6	26.3	37
Montipora_capitata_PredGene_g36739	126.2	91.6	133.5	153.1	78.7	106	101.2	97.7	171.7	137.3	150.9	146	94.5	100.8
Montipora_capitata_PredGene_g30664	17.9	11.7	19.8	18.7	19.7	18.7	16.9	20.1	20.1	15.9	23.9	12.9	16.3	15.9
Montipora_capitata_PredGene_g36349	364.7	387.9	442.2	566.7	324.6	385.7	510.7	522.2	346.4	524.2	534.2	419.1	345.7	353.5
Montipora_capitata_PredGene_g45095	17.5	22.4	23.4	29.8	23.4	26	28	29.5	3.9	22.7	36.5	35.2	18.1	29.3
Montipora_capitata_PredGene_g45164	78.5	75.5	113.8	92.2	79.1	80.2	141.9	125.4	92.7	83.4	109.4	98.9	68	66.7
Montipora_capitata_PredGene_g64285	1720.9	2299.9	2973.2	2360.6	1820.8	2052	3114.4	3174.5	2068.9	1813.9	2432.4	1873.3	2236.3	2066.9
Montipora_capitata_PredGene_g5856	122.6	74.2	111.4	145	138.8	162.9	133.2	109.5	83.7	46.4	94.9	136.4	158.3	124.9
Montipora_capitata_PredGene_g24464	197.2	170.7	207.5	288.3	372.6	264.3	226.2	259.5	38.9	120.6	199.7	172	237.5	234.5
Montipora_capitata_PredGene_g29901	458.5	380.7	579.2	536.6	509.5	613.4	537.1	384.4	464.2	353.3	386.5	362.7	342.4	384.8
Montipora_capitata_PredGene_g17013	471.3	444.7	537.6	693.4	427.9	470.8	539.2	528.9	389.8	459.1	578.1	531.6	437.5	447.8
Montipora_capitata_PredGene_g20031	117.8	82.2	136.4	126.3	88.4	96.2	214.9	234.3	111.1	113.8	166.4	104.6	114.8	87.6
Montipora_capitata_PredGene_g24452	75.3	41.1	59.4	92.7	60.2	55.1	72.7	67.1	38.6	43.1	66.9	31.7	85.1	38.1
Montipora_capitata_PredGene_g37242	261.5	229	322.4	330.9	330.3	310.4	285.6	315	247.1	196.2	275.2	338.8	299.4	227.7
Montipora_capitata_PredGene_g21640	47.8	43.3	55.2	66.9	57.6	44.6	57.4	76.4	56.5	48.5	60	63.9	57.1	58.2
Montipora_capitata_PredGene_g36816	115.3	132.6	167	163.4	154.4	165.1	159.6	185.1	121	152.4	218.6	210.7	131.1	130.8
Montipora_capitata_PredGene_g29290	366.6	325.6	394.8	539.5	354.6	415	279.3	296.7	108.9	309.2	263.5	700.6	368	329.9
Montipora_capitata_PredGene_adi2mcaRNA3193_R1	20.3	15.8	26.4	21.8	24	29.5	19.4	21.3	0	24	22.2	22.2	20.4	24.5
Montipora_capitata_PredGene_g69412	5.7	9.1	10.1	9.2	11.5	8.4	8.2	6.7	8.2	8.3	5.1	7	9.2	11
Montipora_capitata_PredGene_g60465	359.1	268.4	440.9	391.2	287.9	330.5	590.4	583.5	440	291.2	540.3	319	266.5	354.4
Montipora_capitata_PredGene_g60642	66.4	67	97.2	82.1	72.6	68.3	86.5	92.7	83	77.7	70.2	77.2	63.1	66.2
Montipora_capitata_PredGene_g15387	20.1	32.3	39.3	29.7	28	35	34.2	41.2	70.7	27.6	27.6	56.1	33.6	23.3
Montipora_capitata_PredGene_g403	132.3	191	264	172	166.7	168.5	272.4	269.9	67.4	106.8	185.1	96	143.5	146.9
Montipora_capitata_PredGene_g67439	20.9	22.6	25.9	32.7	21.9	24.3	19.3	24.8	19.9	23	23.5	28.7	20.1	17
Montipora_capitata_PredGene_g49202	198.5	177.2	247.7	255.1	248.9	265.7	287.3	280.3	141	155.8	212.5	205.3	263.8	297.5
Montipora_capitata_PredGene_g17146	159.5	193.9	228.4	243.1	183.1	216.4	174.2	173	176.3	203.5	154.9	132	142.8	159.1
Montipora_capitata_PredGene_g47224	103.2	107.3	142.3	140	105.9	109.5	142.9	140.8	86.6	100.2	102.9	117.7	105	92.1
Montipora_capitata_PredGene_g63512	84	74.1	96.7	115.9	82.5	70.3	84.3	96.4	103.5	71.5	93.4	88.4	79.6	84.5
Montipora_capitata_PredGene_g31170	15	45.6	56.8	21.6	18.5	20.3	21.1	24.1	15.1	40.8	13.2	0	18	16.2
Montipora_capitata_PredGene_g53836	9.4	7	10.8	11	10.3	8.6	10.3	11.3	16.5	15.4	11	6.1	7.5	9.3
Montipora_capitata_PredGene_g58087	12.5	13.7	14.5	21.2	9.7	10.9	17.7	15	16.1	13.6	21.3	19.6	11	17.8
Montipora_capitata_PredGene_adi2mcaRNA1380_R0	442.6	343.1	433.8	631.8	472.4	376.6	439.9	497	351.8	404.5	572.5	179.6	405.2	249.1
Montipora_capitata_PredGene_g22472	98.8	102	136.2	133.5	118.7	121.7	131.5	139.9	113	117.1	163.4	153.7	106.1	123
Montipora_capitata_PredGene_adi2mcaRNA4357_R0	57.4	37.3	67	57.7	61.6	45.5	58.9	72.8	51.5	55.1	66.5	84.3	60.1	56.7
Montipora_capitata_PredGene_g38457	49.9	51.8	68.1	68.5	56	55.5	62.9	61.8	58.1	58.5	62.6	74.1	58	49.5
Montipora_capitata_PredGene_g3806	100.2	108.4	134.7	146	149.1	134.9	118.4	134.4	103.4	119.2	116.2	137.8	115.3	106.8
Montipora_capitata_PredGene_g11749	198.5	188.5	255.5	265.5	161.5	191.1	481	478.4	256.9	209.2	570.2	301.5	157.3	188.5
Montipora_capitata_PredGene_adi2mcaRNA28446_R0	76.1	55.1	84.5	89.9	84.2	78.1	74.4	83.5	63.4	73.4	63	79.5	66.6	65.5
Montipora_capitata_PredGene_g46970	72.2	54.4	91.2	78.1	81.8	72.7	59.5	64.5	53.6	53	71.1	55.9	63.3	63.1
Montipora_capitata_PredGene_g33244	2312	2250	3093.8	3055.1	2625	2525.5	3176.2	3109.2	2926.5	2353.7	2875.5	2752.8	2251.6	2255.8
Montipora_capitata_PredGene_g35289	32.6	41.1	53.6	45.3	34.3	36.5	39.3	32.9	34.3	34.2	33	26.9	33.5	39.8
Montipora_capitata_PredGene_adi2mcaRNA9192_R0	79.3	83.5	103.8	116.1	103.1	87.9	97	103.2	98.6	100.7	84	37	98	84.7
Montipora_capitata_PredGene_g13936	7.9	6.5	8.8	10.7	18.8	16.4	2.9	8.2	10.3	14.8	2.9	5.1	10.7	10.7
Montipora_capitata_PredGene_g64474	631.3	462.9	633.4	841.4	619.2	773.5	703.4	769.1	497.9	586.7	904.8	678	535.7	548.8
Montipora_capitata_PredGene_g53109	29.5	26.9	37.7	38.4	25.5	33.7	33.9	39.2	32.3	35.5	35	45	31.9	27.5
Montipora_capitata_PredGene_adi2mcaRNA20944_R1	19.4	30.1	32.4	32.8	43.2	36.1	28.7	31.6	37.8	26.1	19.9	8.7	29.4	24.9
Montipora_capitata_PredGene_g11181	40	18.9	36.4	37.9	34.1	31	51	53.2	41.2	39.7	35.1	46.2	30.2	29.6
Montipora_capitata_PredGene_g10225	696.6	552.4	899.9	782.1	579.8	696.4	677.1	499.2	748.6	509.8	582.9	437.4	525.9	539.4
Montipora_capitata_PredGene_g46959	36.4	43.6	46	63.1	36.8	46.5	47.7	44.9	47.2	31.9	39.2	51.8	38.4	42.8
Montipora_capitata_PredGene_adi2mcaRNA5943_R0	168.5	192.4	270.7	219.1	163	205.8	205.2	169.5	174.1	142.4	151.9	161.9	153.4	161
Montipora_capitata_PredGene_g602	11.3	12.6	14.5	17.9	16.5	12.2	12	5.6	9.6	4.5	17.8	18.1	14.6	6.9
Montipora_capitata_PredGene_adi2mcaRNA38640_R0	122.1	109.4	125.5	195.1	114.6	116.7	109.4	117.6	105.9	102.5	113.4	141.6	113.7	109.8
Montipora_capitata_PredGene_g23476	409.6	399.3	554.9	541.2	395.7	418.9	476.4	467.6	719.6	457.6	551	575.5	385	379.8
Montipora_capitata_PredGene_g3537	862.9	675.4	1068.6	1003.1	1032.4	964.1	867.9	809.3	877.2	724.7	850.6	504.6	967.4	636.8
Montipora_capitata_PredGene_g34381	176.2	191.5	223.4	278.8	177.8	215.2	210.1	229.7	203	212.4	216.2	235.2	207.4	165.5
Montipora_capitata_PredGene_g9236	108.3	96.3	132.9	144.7	123.1	121.5	103.7	115.5	122	151.3	140	144.8	118.1	105.8
Montipora_capitata_PredGene_g64067	44.1	34.5	50	56.2	47.2	48.3	42	31.8	55.6	27.9	42.2	36.3	45.9	46.7
Montipora_capitata_PredGene_adi2mcaRNA25078_R0	20.1	20.6	29.1	26.3	26.8	23.2	32.3	34.4	13.3	18.5	21	11.4	13.4	21
Montipora_capitata_PredGene_g30490	29.4	32.8	46.5	38.4	56.6	45.2	43.4	54.9	16.8	22.3	40.4	21.2	62.3	35.2
Montipora_capitata_PredGene_g23712	103	87.6	111.7	149.8	80.5	103.4	139.2	111.5	66.1	87.6	90.6	94.4	99.9	98.6
Montipora_capitata_PredGene_g48556	298.5	267.5	372	398.7	340.5	334.9	329.1	355.5	299.3	291	307.5	286.7	286	261.9
Montipora_capitata_PredGene_g58442	17.6	20.1	21.7	30.4	23	20	18.2	17.2	21.1	22.8	24.5	22.5	20.1	19.7
Montipora_capitata_PredGene_g63054	297.2	257.6	420.3	338.9	333.2	341.6	359.5	366.5	399.4	323.1	416.2	353.3	299.4	290.9
Montipora_capitata_PredGene_adi2mcaRNA23647_R0	164.5	161.7	207.7	238.3	194.9	176.1	186.1	219.6	175	188.2	198.8	189.1	149.7	152.1
Montipora_capitata_PredGene_g27636	105.8	130.6	172.6	148.8	183	173.3	148.2	143.5	111	97.9	104.5	474.1	77	99.1
Montipora_capitata_PredGene_g37373	77.9	66.2	86.4	111.1	54.9	73	57.9	69.8	120	70.7	68.4	87.8	61.7	64
Montipora_capitata_PredGene_g18644	312.6	274.3	400.9	398.5	250.8	281.9	366.3	390.9	387.2	303.7	370.7	257.7	266.1	272.9
Montipora_capitata_PredGene_g47602	91.8	180.4	192.7	160.1	152.6	129.7	368.8	379	222	388.3	271.5	58.1	269.8	156.3
Montipora_capitata_PredGene_g5038	75	73.6	107.6	95.4	79.5	92.3	112.3	91.9	86	67.3	76.4	82	81.4	80.2
Montipora_capitata_PredGene_g31806	70.9	68.6	95	95.4	82	68.4	98.6	115.3	94.3	71.3	83.8	139.7	64.6	75.8
Montipora_capitata_PredGene_g50847	404.2	381.8	573.4	502	452.2	492.8	576.4	586.9	365.9	369	434	430.7	401.1	367.1
Montipora_capitata_PredGene_g35413	40	37.5	54.7	51.2	42.7	39.3	106.3	126.4	28.9	40.8	118	30.1	45.3	46.8
Montipora_capitata_PredGene_g54034	28.8	32.5	40.3	43.3	29.1	37.8	38.9	36.2	61.8	36.9	30.5	18	39.2	21.7
Montipora_capitata_PredGene_g62489	228.4	95.2	117.2	347.5	98.9	126.1	156.6	163.1	105.3	178.8	127	242.6	94.6	98.4
Montipora_capitata_PredGene_g41353	19.8	12.6	20.2	23.2	17.9	19.9	17.2	7.4	11.4	10	11.2	14.9	19.2	17.9
Montipora_capitata_PredGene_g53335	106.9	97.4	137.8	141.9	130.8	132.1	110	96.5	129.3	106.7	113.4	101.6	98.7	109.7
Montipora_capitata_PredGene_g40447	114.1	79.9	131.5	130.3	130.9	128.2	111	128.4	137.1	112	131.5	156.5	91.3	97.2
Montipora_capitata_PredGene_adi2mcaRNA1849_R0	367.9	493	690.4	494.5	625.5	645.2	664.3	741.3	519.7	300.6	674.5	669.6	585	575.8
Montipora_capitata_PredGene_g5149	23.5	11.4	13.1	38.4	12.6	16.3	24.3	33.6	27	39.6	27.6	17.3	13.4	19
Montipora_capitata_PredGene_adi2mcaRNA33021_R0	1133.3	1077.7	1523.3	1510.9	885.8	1020.1	1257.2	1331	1066.5	1245.8	1507.2	1425.9	1106.1	1129
Montipora_capitata_PredGene_g46076	649.7	627.3	832.1	923.2	753.2	573.3	941.7	987.1	594.9	535.5	1291.2	293	1064.4	665.2
Montipora_capitata_PredGene_g16209	257.1	289.6	369.6	380.2	381	359.9	359.6	339.1	234.2	245.2	301.2	266.9	238.1	259.7
Montipora_capitata_PredGene_g46767	185.6	118.6	165.1	251.8	235.5	265.1	213.4	211.5	158.5	83.3	152.3	238	275.9	212.7
Montipora_capitata_PredGene_g62726	717.6	700.2	925.8	1026.2	955.2	922.7	736.9	734.8	901.4	610.7	620.3	772	688.7	568.3
Montipora_capitata_PredGene_g39684	170.4	194	251	249	288.2	255.2	246.7	258.4	206.6	203.3	234.6	230.9	193.5	183
Montipora_capitata_PredGene_g24195	187.8	187.1	265.6	250.1	135.2	252.4	301.8	300.6	311.6	202.1	297.2	125.6	207.7	235.4
Montipora_capitata_PredGene_g31779	31.6	24	39.9	36	34.9	32.8	33.4	28.2	27.5	18.3	34.8	29.6	27.6	23.7
Montipora_capitata_PredGene_g52048	15.2	18.7	24.9	21.5	31.8	20	25.2	21.5	15.2	13.2	23.7	26	14.1	15.2
Montipora_capitata_PredGene_g67328	85.1	100.7	118.4	137.3	130.2	102.7	104.5	106.7	23.7	70.1	86.9	64.6	78.4	74.8
Montipora_capitata_PredGene_g62351	94	110.2	135.8	145.2	143	152.8	115	122.7	98.7	87.6	95.7	123.7	113	105.4
Montipora_capitata_PredGene_g36738	79	74.5	106.9	104.8	84.4	60.7	116.9	115.1	103.1	92.5	125.2	108.9	89.4	81
Montipora_capitata_PredGene_g24054	1004.8	989.4	1347.2	1406.1	1071.7	1133.4	1326.8	1373.5	962	1171.2	1093.4	963.4	1084.9	1128.9
Montipora_capitata_PredGene_g45857	25.4	23.9	32.9	35.1	30.3	21.9	27.3	22.6	55.9	55.3	80.4	51.5	21.8	17.8
Montipora_capitata_PredGene_g70644	192.5	184	298.5	226	184.3	190.7	277.6	317.4	96.3	137.8	212.8	104.2	167.7	184.1
Montipora_capitata_PredGene_g41192	325.3	299.3	452.8	411.9	500	436.4	422.2	449.4	326	310.9	386.3	416.6	323.6	298.7
Montipora_capitata_PredGene_adi2mcaRNA9523_R6	64.8	64.8	96.8	83.1	92.5	85.3	68.8	80.2	71.8	53.3	52.1	80.6	79.4	73
Montipora_capitata_PredGene_g31789	123.4	104.3	164.4	150	120.9	133.4	172.3	171.4	124.2	101.5	133.4	121.8	92.4	87.9
Montipora_capitata_PredGene_g2600	65.4	59.6	82.1	91.1	90.1	83.7	83.2	91.9	57.9	70.6	63.8	60.5	91.2	81.1
Montipora_capitata_PredGene_g58056	3990.2	2962.5	4633.7	4891.5	5284.3	4789.5	4234.5	3998.9	5065.3	2439.2	2733.7	3894.7	4063.3	3173
Montipora_capitata_PredGene_g55063	71.1	60.7	87	95.2	82.7	79.8	75.8	82.3	93.6	60	70.6	72.5	65	58.8
Montipora_capitata_PredGene_g22435	6.2	3.7	8.7	5.1	1.9	1.8	29.1	29.8	0	1.4	42.8	38.1	4.2	6.4
Montipora_capitata_PredGene_g26307	130.1	155.5	184.2	211	151.9	164.5	133	173.8	136	99.9	116.8	173.4	148.5	143.7
Montipora_capitata_PredGene_g39149	74.4	41.8	81.2	73.7	78.3	72	90.3	70.5	64.5	45.9	55.2	51	75.4	59.2
Montipora_capitata_PredGene_g19602	34.4	60.6	77.5	51.6	40.7	53.3	74.6	71.4	49.1	31	45.1	54.1	52.8	40.3
Montipora_capitata_PredGene_g19908	45.2	62.4	106.7	50.9	58.8	84.7	93.8	30.8	71.3	26.6	20.7	42.3	56.3	55.7
Montipora_capitata_PredGene_g32265	267.9	297	403	379.7	393.9	366	353.7	396.9	285.9	334.3	351.7	304.3	314.1	274.8
Montipora_capitata_PredGene_g53481	355.8	317.7	479	454	424.2	471.5	461.6	390.4	352.3	272.9	340.2	356.8	305.8	321.2
Montipora_capitata_PredGene_g41332	57.1	60	79.3	83	88.6	74.7	69.6	67.5	128.3	47.6	61.4	12.2	53.3	61.7
Montipora_capitata_PredGene_g68838	40.4	37.3	45.8	63.3	61.3	59.1	47.9	57.6	41.1	36	62.8	57.3	58.6	44.7
Montipora_capitata_PredGene_g48117	59.2	51.8	86.9	67.8	73.2	77.6	103.8	100.6	64.8	70.3	106	151	68.6	75.8
Montipora_capitata_PredGene_g51105	47	45.6	60.2	68.6	57.9	58.4	55	76.1	40.9	51.5	54.2	46.3	51.4	45.6
Montipora_capitata_PredGene_g59483	1735.9	1160.3	1601.4	2425.4	792.4	1534.3	1447.2	1258.4	3084.1	1796.1	1618.7	1319.4	762.4	820.5
Montipora_capitata_PredGene_g67046	73.2	92.5	115.8	112.9	72	92.8	83.1	107.5	97.5	74.5	73.7	98.9	69.7	60.6
Montipora_capitata_PredGene_g46293	100.2	84.9	128	128.3	59.8	67	108.6	110.3	94.2	107.5	118.9	91.2	70	106.1
Montipora_capitata_PredGene_g46213	632.3	596.8	871.2	838.5	707.8	787.4	789.9	830.7	1041.7	570.8	860.7	920.7	577.9	571.7
Montipora_capitata_PredGene_g22831	46.5	50.8	75	60.9	63	61.1	62.3	68.2	48.2	35.8	38.3	57.6	45.3	40.8
Montipora_capitata_PredGene_g39937	17	14.7	26.2	18.5	9.9	18.9	32.2	15.2	26.7	17.6	13.2	15.5	22.1	18.4
Montipora_capitata_PredGene_g23856	94.9	105.4	143.1	136.3	101.8	111.9	124.8	136.4	5.4	110	136.5	18.8	102.9	103.9
Montipora_capitata_PredGene_g64703	43.3	44.2	64.2	58	41.5	67.6	74.8	85.2	78.3	50.5	59.4	40.7	61.3	38.2
Montipora_capitata_PredGene_g18123	179.5	215.6	276	273.6	232.7	210.8	262.4	335.9	362.4	193.5	326.4	286.7	237.1	185.5
Montipora_capitata_PredGene_g38380	186.8	144.5	227.4	231.7	235.1	217.3	240.1	255.4	189.2	172.6	221.1	197.8	228.7	172.2
Montipora_capitata_PredGene_g4181	336.2	289.5	489.2	388.8	306.5	382.6	532.7	378.8	340.6	283.8	313.9	346.7	322.5	289.8
Montipora_capitata_PredGene_g39402	210.7	241.1	325.2	305.7	244.6	229.2	220.4	187.2	295.8	208.9	193.2	216.2	202.6	228.1
Montipora_capitata_PredGene_g38396	349.1	288	415.5	473.7	382.3	383.8	411	419.9	341.5	288.7	379	342.2	322.8	321
Montipora_capitata_PredGene_adi2mcaRNA35906_R0	50.6	73.3	82.2	88.3	75.4	71.2	60.4	56.9	78.9	50.5	61.4	62	62	57.3
Montipora_capitata_PredGene_adi2mcaRNA6235_R0	10.3	8.2	11.6	14.3	9.8	9.7	8.9	8	10.1	11.5	12.3	11.8	11.8	10.9
Montipora_capitata_PredGene_adi2mcaRNA36509_R0	956.5	949.7	1364.7	1306.7	1065	1172.3	1513.9	1352	897.8	902.9	1099.1	1126.3	1040.7	897.7
Montipora_capitata_PredGene_g28080	134.9	87.6	142.8	162.6	145.1	149.7	174.3	216.7	158.6	95.9	161.6	186	161.9	144.1
Montipora_capitata_PredGene_g1401	147.1	130.1	206	182.3	171.6	155.4	224.3	232.5	180.4	134.9	211.2	213.4	127.6	128.4
Montipora_capitata_PredGene_g39388	142.7	105.1	180.3	163.3	125.9	149.5	247.9	257.7	96.8	99.8	172.9	86.7	153.3	95.5
Montipora_capitata_PredGene_g32798	72.9	71.4	96.5	106	83.6	90.1	88.7	85.3	71.3	69.9	62.1	78.1	92	81.7
Montipora_capitata_PredGene_adi2mcaRNA6317_R0	16.3	14.1	26.1	17.2	23.9	20	19.2	20	9.8	21.5	20.3	18.9	18	17.8
Montipora_capitata_PredGene_g54699	271.5	243	369.8	351.8	291.8	192.8	205.1	201.9	562.3	294.2	613.2	1668.4	550.3	342.3
Montipora_capitata_PredGene_adi2mcaRNA11698_R0	178.5	175.2	262.2	235.1	223.6	211.7	250.1	243	278.6	185.3	235.5	134.8	211	181.8
Montipora_capitata_PredGene_g44169	282.5	188.6	296.9	353.4	385.7	371.1	291.6	300.4	269.6	183.8	249	268.4	314.7	237.1
Montipora_capitata_PredGene_g37223	111.5	110.1	159.2	152.2	129.1	144.1	121	138.2	103	96.8	111.6	124.6	139.2	91.9
Montipora_capitata_PredGene_g15546	1066.8	1147.7	1678	1446.7	1381.5	1247.4	1547.8	1670.1	879.9	1122.4	1425.6	1424.3	1128.7	942.4
Montipora_capitata_PredGene_g70483	346.6	393.4	572.2	472.7	351.5	469	454.1	388.8	544.3	358.9	266.9	379.2	353.5	365.7
Montipora_capitata_PredGene_g54783	486	473.4	726.7	627.7	529.8	586.2	548.4	579.8	490.2	458.8	464.9	553	552.5	467.6
Montipora_capitata_PredGene_g65545	7.6	9	9.5	14.3	9.2	7.3	9.2	10.7	11.8	9.4	12.5	8.5	12.4	6.3
Montipora_capitata_PredGene_g38041	19.3	14.2	18.1	30	16.7	16.6	19	20.2	16	11.7	21.1	23.9	22.3	20.3
Montipora_capitata_PredGene_g29222	47	56.1	79.3	66	55.4	67.9	66.4	50.7	37.9	41.4	39	37.6	54	48.4
Montipora_capitata_PredGene_g70897	175.8	142.1	211.7	234.5	173.8	157	251.1	298.7	171.9	172.3	217	174.3	182.4	145.3
Montipora_capitata_PredGene_g62121	47	57.5	64.1	84	58.2	58.1	48.3	45.6	43.5	69.9	54.7	41.1	37.5	53.9
Montipora_capitata_PredGene_g62421	50	39.4	57.3	68.4	67.1	66.7	55.8	49	40.3	48.3	53.2	44.2	55.5	51
Montipora_capitata_PredGene_adi2mcaRNA1571_R4	28.1	36	48.4	41.7	36.8	44.3	53.5	43.8	49.1	43.2	40	14.3	39.4	37.9
Montipora_capitata_PredGene_g62790	38.1	29.1	48.7	45.4	54.9	43.5	50	58.2	34.3	48.4	56.2	43.6	56.9	46.2
Montipora_capitata_PredGene_g7720	12.2	11.4	14.1	19.7	24.2	20.4	10.8	9.1	13.8	7.2	12.6	25.1	15.8	14.9
Montipora_capitata_PredGene_g22345	132.7	153.1	198.5	204.4	224.7	212.5	247.6	266.9	133.9	160.3	191.8	177.8	164.6	133.9
Montipora_capitata_PredGene_g3900	173.5	139	202.5	238.3	243.2	197.5	161.3	159.8	250.9	145.8	167.8	171.7	155	144.9
Montipora_capitata_PredGene_g46351	98.4	104.6	159.4	129.2	98.5	122.6	147	148.2	111.2	110.6	109	111.6	103.7	85.7
Montipora_capitata_PredGene_adi2mcaRNA17852_R0	99.8	105.2	137.7	153.2	121.5	119.7	122.9	132	72	87.1	103.9	104.5	103.2	80.7
Montipora_capitata_PredGene_g27548	191.2	293.1	363.3	310.2	502.6	344.3	294	308.9	1519.4	178.6	822.6	12.9	503.6	317.7
Montipora_capitata_PredGene_g8019	128.2	125.9	184.2	176.3	192.7	165.1	173.8	193	151.9	106	165.9	156.5	127.2	107.1
Montipora_capitata_PredGene_g22627	42.1	47.1	61	65.7	47.4	53	53.2	67.5	37.8	41.3	40	52.7	46	44.8
Montipora_capitata_PredGene_g5868	38.3	23.6	36.8	49.6	50.3	55.9	34.6	34.2	51.2	27.9	41.8	49.3	20.9	31.1
Montipora_capitata_PredGene_g23859	63.3	46.6	68	87.8	59.4	53.6	90.9	122.6	77.6	59.4	124.2	119.1	51.1	45.8
Montipora_capitata_PredGene_g59126	9.5	8.1	9.1	17.2	9.4	6.6	7.5	9.7	2.6	6.9	7.9	13.9	10.5	12.5
Montipora_capitata_PredGene_g21870	124.2	111.5	149.6	187.8	155.9	165.3	138	131	116.3	131.6	128.9	138.8	143	127.3
Montipora_capitata_PredGene_g310	8.7	17.1	24.9	12.1	8.7	7.9	15.1	18.3	10.4	13.9	20.5	9.3	11.3	13.4
