Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_adi2mcaRNA10795_R0	23	20.5	21.8	22.2	25.6	18.2	13	14.1	22.2	17.1	12.1	12.9	16.6	13.7
Montipora_capitata_PredGene_g55360	612.2	534.1	651.1	516.6	564	543.5	620.7	458.7	526.2	451.4	545.7	449.1	611.1	497.6
Montipora_capitata_PredGene_g54340	166.9	160.8	169	163.3	138.4	146.2	142	135.1	195.8	175.5	153.6	159.7	124.8	155.4
Montipora_capitata_PredGene_g40026	57.7	181.4	129.3	83.2	110.4	57.5	142.7	162	471.1	59.3	403.7	154.9	133.8	87.2
Montipora_capitata_PredGene_g1758	47.6	50	45.5	53.8	60.7	45	47.3	44.8	40.8	51.7	51.8	29.4	49.6	44.4
Montipora_capitata_PredGene_adi2mcaRNA23963_R0	96.4	106.5	104.8	100.8	98.2	105	113.5	123.6	127.9	89.6	109.5	82.9	102.9	100.4
Montipora_capitata_PredGene_g25356	181.5	192.3	224.4	159.9	158.8	181.5	195.3	90.7	20.5	114.9	92.7	17.7	190.3	217.9
Montipora_capitata_PredGene_g40324	1045.1	1045.7	1054.2	1068.3	1000.5	1190.3	937.1	855.4	962.9	953.2	884.3	830.4	684.7	899.6
Montipora_capitata_PredGene_g62273	204.1	208.6	226.9	193.5	188	183.3	207.6	242.6	150.8	181.2	188	203.8	230.8	208.3
Montipora_capitata_PredGene_g31778	285.5	318.6	308.5	303.6	276.7	278.2	290.9	297.8	239.4	276.4	287	281.6	222.4	267.4
Montipora_capitata_PredGene_g50936	582.7	596.5	564.6	634.6	475.8	440.6	426.6	392.5	704.8	577	614.4	679.8	716	660.7
Montipora_capitata_PredGene_g3859	45.6	37.6	36.9	47.9	50.3	43.6	35.4	37.6	27.1	40.9	34.3	48.6	48	42.5
Montipora_capitata_PredGene_adi2mcaRNA9093_R1	24.9	16.8	22.4	19.2	25.1	22.6	22.1	21	24.2	21.3	27	23.5	20.7	17
Montipora_capitata_PredGene_g22677	17.7	13.3	14.9	16.1	16.6	10.7	13.9	15.3	12	15.5	12.4	13.1	16.7	23.3
Montipora_capitata_PredGene_g71197	301.7	264	261.3	314.5	244.3	274.4	294.1	249	204.6	326.5	290.7	228.7	271.1	292.6
Montipora_capitata_PredGene_g36526	165.4	202.4	213.5	161.8	183.3	179.9	164.3	159.3	270.7	222.9	142.5	149.9	175.2	183.3
Montipora_capitata_PredGene_adi2mcaRNA2931_R0	10.3	11	11.1	10.6	10.7	13.4	7.7	12.3	9	9.2	10.5	8	8.4	7
Montipora_capitata_PredGene_g35940	40.9	44.1	39.7	46.9	60.8	49.3	32.5	28.9	47.8	46.1	47.5	5.1	45.2	47.7
Montipora_capitata_PredGene_adi2mcaRNA18304_R0	1238.8	1560.5	1761	1134.5	1938.5	2035.5	1689.7	1618.6	3030.5	1031.3	1153.6	2362.7	1199.5	1309.6
Montipora_capitata_PredGene_g5722	143	178.8	197.2	134.3	266.5	189	115.1	145.6	207.1	132.1	104.1	199.6	209.3	164.6
Montipora_capitata_PredGene_g12203	289.6	265.3	272.9	291	283.6	275.2	249.9	215.8	249.7	279.2	242.4	260.4	281.1	272.8
Montipora_capitata_PredGene_g27807	137.1	152.9	127.8	169.5	190.1	181.7	115.4	131.6	171.4	178.6	119.4	112	120.9	195.6
Montipora_capitata_PredGene_g2109	79.4	54.1	66.7	66.7	56.1	65.6	64.5	59.7	66	66.8	70.9	51.9	68.7	66.3
Montipora_capitata_PredGene_g29709	108	44	37.1	132.6	39.1	39.5	43.1	49.7	30.3	75.4	33.6	28.1	48.7	59.1
Montipora_capitata_PredGene_g62639	104.9	110.2	110.9	107.7	105.6	115.8	86.5	86.4	112.2	103.3	79.1	95.5	76.2	89
Montipora_capitata_PredGene_g43119	359.3	253.1	288.3	327.1	289.3	282.2	363.6	363.5	305.4	331.2	366.8	336.3	292.5	262.8
Montipora_capitata_PredGene_adi2mcaRNA21098_R1	429.4	290.8	300.4	431	240.5	277	320.8	375.6	192.1	513.7	295.8	447.2	405.6	368.7
Montipora_capitata_PredGene_g38614	180.9	173.9	150.7	216.4	205.8	145.1	136.1	154.5	28.3	224.8	161.5	315	139.6	139
Montipora_capitata_PredGene_g49493	5.2	8.2	8.3	5.4	7.6	8.3	7.9	8.4	7.6	3.3	8.9	10.9	7.8	5.3
Montipora_capitata_PredGene_g3509	86.6	80.5	84.1	85.9	77.7	69.4	70.1	75.3	110.6	77	63	84	66.5	79.5
Montipora_capitata_PredGene_g71052	16.1	18.3	18.1	16.9	16.5	16.9	17.6	17.1	14.1	18.2	16.6	8.9	12.9	13.5
Montipora_capitata_PredGene_g61003	119.1	127.5	135	116.6	116.4	120.1	113.5	131	80.8	133.5	120.6	129.8	116.4	132.2
Montipora_capitata_PredGene_g28102	13.3	17.6	19.5	12.4	16.5	13.3	14.4	12.9	12.7	7.4	13.4	11.3	12.5	12.9
Montipora_capitata_PredGene_g4188	892.8	794.8	890.8	827.9	803.8	869.7	1007.1	1128.4	1230	836.3	918	2076.8	853.1	774.4
Montipora_capitata_PredGene_g46349	314.6	334.2	310.2	352.1	371.4	374.3	288.5	311.3	331.4	357.7	246.9	343.7	351.5	317.5
Montipora_capitata_PredGene_g69849	575.4	502.7	862.9	348.2	492.2	575.3	589.8	464	458.3	648.9	604.9	129.7	911.8	746.1
Montipora_capitata_PredGene_g42340	395.5	391.6	374.8	428.8	393.7	393.4	474.4	473.7	354.8	441.6	478.4	403.9	369.2	406.1
Montipora_capitata_PredGene_g63897	34.4	47.9	45.7	37.4	48.1	49.9	48	42	34.1	44.2	36.5	20.7	51.4	36.1
Montipora_capitata_PredGene_g35938	20.1	29.6	31.6	19.6	27.4	25.4	19.9	20.5	23	29	24.1	17	30.4	19.9
Montipora_capitata_PredGene_adi2mcaRNA13094_R1	27.1	26	26	28.1	29.3	26.3	29.7	33.2	36	34.7	39	36.8	25.9	26.4
Montipora_capitata_PredGene_g41491	33.3	31.8	35.7	30.7	37.8	40	24.2	28.3	19.2	32.7	40.1	34.8	27.8	34.2
Montipora_capitata_PredGene_g45142	48.9	40	44.3	45.9	59.7	69.6	29.4	21	26.9	31.7	39.6	45.1	41.2	40.7
Montipora_capitata_PredGene_g71354	196.9	192.2	234.3	167.8	164.4	169.6	233.3	192.3	213.6	162.4	182.4	137	215.5	203.2
Montipora_capitata_PredGene_g40659	305.2	300.3	319.5	298.7	306	314.3	288	241.3	341	254.5	220.4	322.8	282.4	321.2
Montipora_capitata_PredGene_adi2mcaRNA21392_R0	108.7	116.9	106.9	123.8	110.9	129.9	109	104.9	143.1	125.2	116.4	94.9	102.7	101.3
Montipora_capitata_PredGene_adi2mcaRNA5987_R0	35.6	23.1	30.6	27.9	28.8	26	31.3	30.9	21.7	30.1	25.3	24	21	33.4
Montipora_capitata_PredGene_g38563	650.7	379.7	661.9	388.8	408.8	432.9	524.4	579	336.5	575.6	584.7	674.3	772.6	471.2
Montipora_capitata_PredGene_g16306	999.2	978.4	992.9	1026.1	865.6	967.2	1065.9	1064.1	984.6	1074.5	1022.7	962.1	955.7	925.6
Montipora_capitata_PredGene_adi2mcaRNA4452_R2	331.2	263.2	380.3	238.8	259.3	269.7	294.7	232.2	217.1	286.2	262.1	258.5	358.7	235
Montipora_capitata_PredGene_g3961	112	124.5	119.1	122	134.2	153.3	93.4	87.4	105.7	117.8	90.9	113.6	110.1	106
Montipora_capitata_PredGene_g33397	45.1	23.8	31.8	35.2	44.1	36.7	22.3	30.1	24.4	24.3	35.3	21.4	44.6	39.4
Montipora_capitata_PredGene_g38467	100.4	77.9	93	87.6	82.4	111.1	83.2	63.5	57.7	55.6	60	47.9	86.3	65.4
Montipora_capitata_PredGene_g56979	1097.4	1102.3	1179	1070.8	1107.3	1112.8	1257.9	1276.2	1015.4	1016.3	1071.7	1088.7	961.6	988.4
Montipora_capitata_PredGene_g6322	86.4	88.2	79	100.8	78.3	84.5	73.8	76.4	88.7	86.5	81.5	80.6	81.3	96.6
Montipora_capitata_PredGene_g26477	256.1	253.2	267.7	253	245.8	257.4	241	220.1	222.2	237.8	203.8	212.9	245.8	253.2
Montipora_capitata_PredGene_g40427	335.9	319.3	321.7	348.5	368.2	392.8	281.9	323.2	184.3	361.9	343.1	209.1	358.8	327.6
Montipora_capitata_PredGene_g26856	171.3	122.3	146.1	149.8	187	168.5	124.5	113.5	140.8	124.7	141.7	106.2	153.6	134.4
Montipora_capitata_PredGene_g36720	66.3	52.2	57.8	62.6	68.5	65.2	40.1	43.6	6.7	64.4	36.1	6.3	79	78.9
Montipora_capitata_PredGene_g6303	8.6	9.4	9.4	8.9	8.5	8.1	11.2	9.5	10.5	11.6	10.2	18.9	11.6	13.4
Montipora_capitata_PredGene_g8513	568.2	525.2	568.8	549.1	650.5	582.9	638.4	615.7	760	531.9	713.2	808.6	746.6	620.1
Montipora_capitata_PredGene_g13200	132.7	114.2	118.5	133.7	102.5	101.5	113.4	111.2	127.4	142.1	126.7	164.5	101	126.3
Montipora_capitata_PredGene_g14314	242.6	263.5	249.2	268.4	304.6	309.9	261.6	274.5	275	266.2	233.2	283	274.9	274.3
Montipora_capitata_PredGene_g33713	158.1	167.4	166.4	166.3	137.1	156.7	148.1	208.6	184.7	191.1	185.4	154.9	139.6	144.7
Montipora_capitata_PredGene_g43720	1868.4	1742.1	1801	1895.3	1841.1	1910.3	1644.2	1593.2	2064.6	1352.4	1695.6	1539.9	1856.1	1784.1
Montipora_capitata_PredGene_g43332	78.2	70.4	71.7	80.4	68.4	76	80.1	81	63.3	66.5	75.1	87.7	67.7	67.9
Montipora_capitata_PredGene_g46617	47.2	56.6	46.9	59.7	57.5	58.1	58.7	51.5	73.1	65.1	68.4	80	51.9	53.7
Montipora_capitata_PredGene_g43975	23.6	27.6	23.9	28.6	41.2	29.2	18.8	25.7	20.5	23	33.5	34.1	31.9	31.9
Montipora_capitata_PredGene_g39187	10.2	11.8	10.1	12.4	9.1	8.3	19.4	9.5	16	13.4	23.9	15	6.3	20
Montipora_capitata_PredGene_g54981	139.2	165.5	155.5	155.7	167.6	140.8	200.6	183.7	205.6	157.9	170.5	241.7	150	139.1
Montipora_capitata_PredGene_g65902	5.7	9.8	6.8	8.8	8.4	8.8	8.7	12.7	14.6	11.6	12.5	11.9	9.5	9.9
Montipora_capitata_PredGene_g60387	3906	3315.3	3596.6	3790.5	3197.6	3464.7	3379.6	3546.5	3632.1	3609.6	3792.6	3706.4	2722.6	3332.7
Montipora_capitata_PredGene_g40329	288	222	257.1	261.7	281.7	305.3	257.2	182.4	336.2	174.8	169.6	392.8	223.9	247.9
Montipora_capitata_PredGene_g46694	403.4	314.6	372.3	359	306.8	356	490.1	482.6	407.9	382.3	538.8	292.4	270.4	290.4
Montipora_capitata_PredGene_adi2mcaRNA23564_R8	491.2	405.8	477.5	439.3	393.2	352.2	424	370.4	388.8	402.2	337.5	531.9	496	381.8
Montipora_capitata_PredGene_g54443	1028.5	932.8	1145.9	880.8	967.3	912.5	1260.4	1292.2	822.9	869.3	1084.4	549.1	1228.5	809.6
Montipora_capitata_PredGene_g42339	400.5	388.4	445.9	367	407.7	373.2	422.3	400.6	371.3	365.3	422.2	416.3	280.3	328.6
Montipora_capitata_PredGene_g55009	6.3	12.6	11.2	7.4	9.3	9.2	11.1	11	6.1	9.5	6.1	9.6	9.3	5.9
Montipora_capitata_PredGene_g53113	29.6	31.3	32.2	30.3	37.2	34	30.6	20.3	30.8	20	21.6	26.8	28.5	27.1
Montipora_capitata_PredGene_g63255	166.1	176.7	170	182.3	165.7	172.8	155.2	154	138.6	154.3	134.6	124.5	159	158.8
Montipora_capitata_PredGene_g51413	513.5	604.7	641.9	509.9	552.8	542.5	596.3	650	777.4	641.7	652.2	982.7	555.8	700.8
Montipora_capitata_PredGene_g47994	41.6	49.1	49	44	47	47.8	43.5	48.9	34.9	39.8	42.1	34.3	45.7	51.5
Montipora_capitata_PredGene_g14630	244.2	281.5	247.9	292.7	490.7	307.2	397.3	506.3	0	368.2	432.2	50	350.2	317.5
Montipora_capitata_PredGene_g43985	65	39.9	46	59.4	55.7	60.2	41.6	44.8	82.4	84.3	69	73.5	54.4	61.6
Montipora_capitata_PredGene_g34603	606.2	539.2	598.2	577.5	465.6	604	587.3	447.2	416.7	552.8	496.7	444.3	496.7	503.1
Montipora_capitata_PredGene_g52714	273.4	339.5	309.3	317.4	300.1	352.7	311.2	326.1	300.8	297.4	252.3	309.2	285.2	321.6
Montipora_capitata_PredGene_g33799	296.7	314.5	295.7	333.4	312.1	298.4	292.1	303.7	487.3	332	287.7	386.2	256.8	287.9
Montipora_capitata_PredGene_g41215	128.7	143	140.1	138.9	126	117.1	107.6	100.4	129.1	139.9	150.3	133.6	115.2	128.7
Montipora_capitata_PredGene_g49871	151.9	131.2	124.9	168.6	216.4	270.8	134.8	145.3	171.2	92	113.9	60.7	234.9	251.3
Montipora_capitata_PredGene_g47127	56.8	63.1	66.1	57.3	67.2	63.7	73.4	73.1	64.8	53.6	60.2	120.6	67.1	64.9
Montipora_capitata_PredGene_g65331	182.6	187.7	194.7	186.1	209.1	207.6	168.5	143.7	226.6	194.7	142.7	244.8	181.7	224.2
Montipora_capitata_PredGene_g28002	215.6	183	220.1	189.5	191.4	159	161.6	167.1	234.5	207	224.9	340.5	198.4	197.7
Montipora_capitata_PredGene_g29878	250	251.9	269	247.7	208	265.2	215.6	134.9	202.3	209.7	138.7	154.2	192.1	234.1
Montipora_capitata_PredGene_g30590	20.5	14	16.6	18.3	17	24.8	20.3	19.3	13.1	12.5	21.5	20.2	16	12.9
Montipora_capitata_PredGene_g22772	19	14.8	20.8	14.3	19.5	18.6	16.8	26	19.7	20.2	30.9	31.9	13.1	12.5
Montipora_capitata_PredGene_adi2mcaRNA18655_R0	32	45.9	42.4	36.6	52.9	44.9	26.8	27.1	35.6	33.1	22.6	33.4	51.1	38.7
Montipora_capitata_PredGene_adi2mcaRNA26989_R0	1023.1	931.6	1015.5	994.6	1247.6	873.1	1271.4	1367.4	973.4	1300.1	1651.7	1493.2	1329.9	910.9
Montipora_capitata_PredGene_adi2mcaRNA4451_R2	577.9	479.2	712	411.9	507.9	561.1	581.4	620.9	339.9	565.3	489.4	580	796.1	557.7
Montipora_capitata_PredGene_g54289	1458.8	1507.5	1574.3	1478.2	1280.9	1417.1	1719.7	1928.9	1138.7	1584.9	1673.4	1631.1	1386.9	1466.3
Montipora_capitata_PredGene_g242	107.5	86.4	100.8	97.5	97.5	104.3	122.4	100.1	70.4	79.8	82.8	93.9	112.3	97.1
Montipora_capitata_PredGene_adi2mcaRNA14954_R0	86.6	86	82.4	95.9	105	99.1	101.6	90.5	90.7	67.1	65.2	117.2	72.3	80.9
Montipora_capitata_PredGene_g58535	440.6	455.2	440.8	482.9	433.3	429.3	449.8	448	467.7	493.2	409.8	359.2	517.7	384.1
Montipora_capitata_PredGene_g29885	177.1	194.7	193.8	188.7	213.7	234.1	161.1	181.7	184.1	195	163.8	185.8	222.2	219
Montipora_capitata_PredGene_g35187	230.3	255.1	241.8	257.8	232.1	235.2	202.7	239.9	106	273.3	243.7	70.6	239.3	234.7
Montipora_capitata_PredGene_g66567	40.5	54.6	49.2	47.7	38.2	39.1	44.1	47.1	31.3	46.3	44.1	55.2	36.9	42
Montipora_capitata_PredGene_g20345	168.7	147.4	150.3	175.8	167.3	180.5	133.8	140.7	124.2	131.9	116.5	173.5	143.4	139.9
Montipora_capitata_PredGene_g30175	33.4	27.7	31.1	31.6	33.7	35.6	17.3	25.4	27	26.2	33.8	36	21.3	34
Montipora_capitata_PredGene_g14831	56.5	53.4	55	58.3	55.6	68.1	58.1	67.1	30.1	56.2	53	57.5	52.5	64.2
Montipora_capitata_PredGene_g5457	47.1	61.1	56.1	54.4	53.3	56	53.2	58.7	51.4	59.4	58.8	70.3	53.7	55.8
Montipora_capitata_PredGene_g37059	338.2	295.3	321.3	330.4	351.8	324.6	328	381.5	339.1	351.8	390.3	391.8	347.5	395.4
Montipora_capitata_PredGene_adi2mcaRNA25672_R1	143.4	118	124.1	144.9	177.3	135.9	78.6	77.9	49.5	131	88.3	161.9	109.8	188.8
Montipora_capitata_PredGene_g66956	189.4	193.1	192.3	202.2	173.6	184.3	170.8	193	188.6	204.7	196	161.8	171.9	156.3
Montipora_capitata_PredGene_g28081	103.5	98.3	89.1	121.3	125.3	109.3	94.1	95.6	116.8	129.8	143.8	136.6	103.5	119.2
Montipora_capitata_PredGene_g55984	200.1	218.7	207.5	224.2	294.9	276.3	160.4	157.4	234.3	205.5	145.9	487.7	181.6	362.4
Montipora_capitata_PredGene_g60911	102.5	96.2	103.2	101.4	102.8	92.8	102.4	120.5	128.3	109.6	106.4	91.5	99.6	96
Montipora_capitata_PredGene_g2720	171.9	186.9	166.8	205	204.5	183.4	183	181.5	173.1	202.9	172.3	255.2	193.4	189.6
Montipora_capitata_PredGene_g20200	102.3	112.1	119.2	102.4	140.6	118.2	105.9	99.5	102.4	83.2	80	88.7	128.7	95.1
Montipora_capitata_PredGene_g10911	21.1	22.9	20.3	25.4	25.4	23.3	19.2	18.9	20.7	31.1	23.1	20.2	19.3	27.1
Montipora_capitata_PredGene_g49921	35.5	32.6	42.4	29.1	41	39.7	35	27.8	36.3	35.1	33.5	34.8	29.9	38.9
Montipora_capitata_PredGene_g21635	1740.8	1561.3	1691.6	1716	1635.5	1528.3	1647.8	1634.3	1292.5	1384.5	1738.8	1997.2	1646.4	1899.8
Montipora_capitata_PredGene_adi2mcaRNA19752_R0	970.4	773.4	839.9	952.6	927.8	1007	747.4	648.4	894.3	811.5	647	678.9	792.3	838.3
Montipora_capitata_PredGene_adi2mcaRNA578_R0	157.6	132.7	167	133.6	206.1	212.7	137	103.9	98.3	108.5	110.3	134	111.3	134.1
Montipora_capitata_PredGene_g33873	135.9	120.4	114.5	152.6	145.4	121.8	137.1	146.4	105.2	142.3	141.6	115.4	115	145.3
Montipora_capitata_PredGene_g50761	116.5	80.7	102.4	97.9	89.4	88.5	102.6	110.4	92.9	98.7	112.7	117.3	83.8	88.9
Montipora_capitata_PredGene_g18702	289.9	284.7	290.7	303	258.3	274.7	272.1	275.4	259.5	284.3	236.2	227.5	319.9	315.6
Montipora_capitata_PredGene_g70192	36.9	30.4	30.9	38.8	25.8	25.4	31.9	33.8	27.6	32.2	36.4	33.6	29.5	31.7
Montipora_capitata_PredGene_g31771	14.5	16.6	17.4	14.8	12.4	17.7	17	17.1	16.6	13.6	15.2	17.8	12.5	20
Montipora_capitata_PredGene_g52590	83.8	49.6	65.4	67.8	69.2	79	61.1	54	70.2	56.6	73.4	80.1	62	73.4
Montipora_capitata_PredGene_adi2mcaRNA29133_R0	699.7	763.1	796.3	717.3	589.3	682.1	694.8	698.3	795.9	745	604.7	535.6	719.4	678.5
Montipora_capitata_PredGene_adi2mcaRNA30007_R2	28.9	26.2	26.9	30	30.2	23.4	26.2	27.1	23.5	35.4	30.8	12.1	36.5	24.3
Montipora_capitata_PredGene_g47253	94.3	108.2	101.8	107.1	80.6	95.7	107.2	95	95.7	108.1	111.5	106.4	77.9	105.1
Montipora_capitata_PredGene_g17761	186.6	183.9	184.6	198.7	255.3	257.4	113.8	125.8	136.8	153.1	140.2	175.2	207.3	169.6
Montipora_capitata_PredGene_g38027	45.5	36.6	38.4	46.5	36.1	24.2	36.6	45.5	42.1	32.1	40.4	54.5	55.5	37.4
Montipora_capitata_PredGene_g28240	7285	6813.1	7693.1	6904.8	7410.2	7076.7	8293.1	7823	7188	6427.9	7239.2	7275	7494.6	6946.2
Montipora_capitata_PredGene_g51186	382.5	452.3	479.5	386.7	326.8	378.9	325	283.9	482.2	398.5	203.8	280.7	281.3	503.7
Montipora_capitata_PredGene_adi2mcaRNA27979_R0	79.4	78.7	68.4	97.8	71.7	60.7	74.7	70.9	67.1	87.2	72.7	153.6	74.2	88
Montipora_capitata_PredGene_g19598	93.7	86.7	95.1	91.5	91.7	85.6	105.2	141.7	81.9	91.5	89	112.6	104.4	87.6
Montipora_capitata_PredGene_g22807	109	105.9	90.6	136.6	133.4	100.8	100.5	181.7	115.7	171.6	184.6	155.7	113.7	109.3
Montipora_capitata_PredGene_adi2mcaRNA4296_R0	53.4	47.3	48.3	56	48.4	43	38	27.1	47.8	40.2	43.2	44.1	56.6	33
Montipora_capitata_PredGene_adi2mcaRNA36665_R0	157.1	148.6	150.9	166.1	148.8	149.8	147	134.7	209.2	133.6	123	170.5	137.5	143.6
Montipora_capitata_PredGene_g28515	397.2	312.4	326	408.8	318.4	311.8	392.3	379	480.1	483.2	420.9	562.7	431.4	390.4
Montipora_capitata_PredGene_g21110	27.2	23.3	25.6	26.5	17.7	15.1	22	17.6	13.5	30	22.4	13.3	33.2	23.8
Montipora_capitata_PredGene_g53380	48.1	39.3	49.7	40.8	46.4	38.5	48.7	38	29	48.9	34.3	37.4	48.7	35.5
Montipora_capitata_PredGene_g4392	19.9	23.5	26	19.4	23.9	22.2	17.5	16.1	23	17	17.5	19.5	22	18.5
Montipora_capitata_PredGene_g54238	71.9	52.7	63	64.6	67.5	68.1	48.2	53.5	57.6	59.9	51.1	70.6	60.2	56.2
Montipora_capitata_PredGene_adi2mcaRNA27781_R0	124.1	128.1	117.5	145.4	117.8	123.3	119.2	111.5	143	121.9	130.3	152.8	111.2	115.8
Montipora_capitata_PredGene_g43236	20.5	15.8	23.2	15	20.1	17.3	21	10	9.8	9.9	10.4	12.8	16	14.7
Montipora_capitata_PredGene_g40310	7.6	10.6	12.7	6.7	11.9	11.4	4	7.8	7.3	5.8	6.3	11	8.6	15.6
Montipora_capitata_PredGene_g25802	10.7	7.1	6.4	12.7	11.1	7.8	12.6	8.2	6.6	7.4	8.5	12.2	4.4	6.5
Montipora_capitata_PredGene_g36746	45.3	41.6	44.7	45.2	50.1	52.5	33.3	27.8	29	35.3	28.1	50.8	38.8	45
Montipora_capitata_PredGene_g3099	40.9	34.9	38.4	40	40.7	39.2	29.7	28.8	0.4	39.9	64.3	59.4	38.6	36.3
Montipora_capitata_PredGene_g53101	42	43.7	35.2	56	43.5	37	51.3	50.8	55.2	53.2	49.4	54.1	48.6	52.5
Montipora_capitata_PredGene_g11608	379.6	388.4	398.8	397.6	321.6	388.7	330.2	330	449	396.1	323.4	399	381	398.6
Montipora_capitata_PredGene_g48634	597.1	567.1	595.9	610.7	486.2	514.7	550.8	664	955.2	558.6	595.5	618.6	611.5	605.2
Montipora_capitata_PredGene_g1363	136.3	134.6	137.3	143.8	105.2	137.6	138.8	143.2	121.4	150.3	114.7	117.8	134.1	123.7
Montipora_capitata_PredGene_g58351	200.5	191.3	205.5	200.8	252.3	237.5	197.5	200.6	162.9	170.7	146.5	196.5	257.1	162.3
Montipora_capitata_PredGene_adi2mcaRNA7216_R0	120.2	118.4	128.7	118.9	120	111.5	120.5	146.1	130.3	103.4	134.9	154.1	106.5	134.1
Montipora_capitata_PredGene_g19684	44	33.9	39.3	40.7	43.1	48.9	46.7	38.5	76.3	39.2	47.7	165.6	35.5	40.5
Montipora_capitata_PredGene_g48010	1239	1247.6	1329.2	1252	1069.3	1162	1063	877.6	1172.6	1179.4	930.6	1041.3	1126.4	1154.5
Montipora_capitata_PredGene_g25856	70.8	52.5	71.8	55.7	60.1	67.4	73.4	58	53.8	51.7	46.5	55.8	58	60.1
Montipora_capitata_PredGene_g35015	639.8	693.3	677.9	706.4	700.5	749.9	558.9	587.1	576.6	540.7	455.8	504.2	539.7	628.5
Montipora_capitata_PredGene_g48573	1064.7	1204	1228.5	1128	1071.7	1129.3	1145.1	1184.6	1489	1063.7	1260.6	929	1092	1144.4
Montipora_capitata_PredGene_g27864	944	704.9	776	927.9	747.4	709.3	858.6	887.9	759.4	784.8	904.2	705.1	961.6	806.8
Montipora_capitata_PredGene_g28105	201.4	166.3	169.1	214	207.3	210.3	167.3	169.8	181	204.3	145.9	217.6	195.8	164.4
Montipora_capitata_PredGene_g2618	148.9	125.8	111.7	181.2	158.9	141.5	102.3	110.9	121.7	156.6	112.9	136.4	141	123.6
Montipora_capitata_PredGene_g60153	67.4	43.8	56.4	56.7	63.9	68.6	39.3	38.8	28.1	50.2	60.9	48	37.6	48.3
Montipora_capitata_PredGene_g48086	28.2	26	33.6	23.6	27	28.9	24.9	25.5	23.3	22.4	18.5	37.8	27.7	23.4
Montipora_capitata_PredGene_adi2mcaRNA13035_R0	1163.5	1368.3	1397.6	1234.6	1252.5	1304	1529	1688.3	987.9	1183	1355.4	1160.6	1088.4	1351
Montipora_capitata_PredGene_g296	243.8	168.4	249.4	178.4	207.3	176.4	231.1	231.3	162.5	236.9	260.8	297.4	288.9	201.1
Montipora_capitata_PredGene_g57149	46.1	27	29.2	46.2	34.7	53.5	33	34.5	34.9	56.4	39.2	39.2	24.1	34.7
Montipora_capitata_PredGene_g67317	326	392.2	412.9	335.9	488.5	376.7	418.5	481.3	18.4	370.8	494.8	10.7	491.7	458.3
Montipora_capitata_PredGene_g56280	154.7	219.2	200.2	183.7	184.1	208.9	223.5	222.5	136.7	165.8	152.2	250.4	182.4	191.8
Montipora_capitata_PredGene_g22546	17.3	8.5	11.2	14.4	11.9	10.4	8.8	13.9	5.5	12.5	13.9	7.4	18.5	18.4
Montipora_capitata_PredGene_g12593	226.7	196.1	226.2	213.2	209.9	245.5	215	225.2	226.6	184.9	206	200.7	187.2	186.3
Montipora_capitata_PredGene_g5184	1313.3	1382.1	1410.7	1397.3	1422.1	1450.4	1378.5	1418.5	1635.1	1124.7	1155.9	1434.9	1482	1421.3
Montipora_capitata_PredGene_g62389	172	187.1	172.8	202.1	218.7	226.2	151.2	133.9	163.6	210.9	199.6	229.5	153	228.8
Montipora_capitata_PredGene_g66507	82.4	82.5	90.2	81.9	93.3	68	68.3	81.9	11	85.4	76.8	18.1	146.9	83
Montipora_capitata_PredGene_g54021	70.5	54.1	56.2	73.7	67.8	63.5	49.1	57.2	55.3	57.8	74.4	76.1	50.4	65.9
Montipora_capitata_PredGene_g62650	18.7	21.4	22.6	19.2	21.1	19.8	16	17.2	11.7	21.5	12.3	34.6	27.8	24.5
Montipora_capitata_PredGene_g26428	616.5	626	654.5	641.3	574.9	576.2	736.4	702.6	815.2	696.4	744.8	539.2	628.5	605.4
Montipora_capitata_PredGene_g12405	51.1	47.8	53.3	49.8	44.3	37	45.9	43.5	30.7	49.4	54.8	31.9	55.4	40.8
Montipora_capitata_PredGene_g25938	285	251	261.3	297.9	265.1	267.4	268.5	207.5	251.9	274.8	316.9	270.7	271.2	277.7
Montipora_capitata_PredGene_g29322	29	34.8	30	36.5	40.6	37.6	29.7	27.9	27.6	27.5	26.1	41.4	31.7	31.9
Montipora_capitata_PredGene_g35099	478.5	489.6	580.5	438.9	410.1	457.7	507.4	315.8	361.1	384.5	284.3	308.5	402.7	456
Montipora_capitata_PredGene_g46109	49.3	65.6	63.1	55.8	54.7	59	55.5	52.4	58	47	42.8	72.3	53.1	58.9
Montipora_capitata_PredGene_g61778	809.7	882.1	884.8	879.5	895.4	899.3	649.4	644.8	723	728.8	641.3	717.7	827	825.8
Montipora_capitata_PredGene_g71349	80.4	73.8	85.6	75.6	100.4	88.4	88.3	78.5	81.9	66.8	62.8	70.6	68.2	55.7
Montipora_capitata_PredGene_g67798	64	62.1	60.9	71.2	63.6	72.8	68.6	52.8	52.1	72.4	61	49	65	61.5
